StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q2_1,Q2_2,Q2_3,Q3_1,Q3_2,Q3_3,Q3_4,Q4_1,Q4_2,Q4_3,Q5_1,Q5_2,Q5_3,Q5_4,Q5_5,Q6_1,Q6_2,Q6_3,Q6_4,Q6_5,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14_1,Q15,Q16,Q16_7_TEXT,SC0,SC1,SC2,SC3,SC4
2022-03-23 21:10:56,2022-03-23 21:14:16,IP Address,73.43.215.37,100,200,True,2022-03-23 21:14:16,R_3MS742h8ZGi4qOe,,,,,33.9915924072265625,-83.89009857177734375,anonymous,EN,"I am 18 or older, attend a Southern Baptist church, and consent to begin the survey",5. Extremely,5. Extremely,4. Very,5. Extremely,5. Extremely,4. Very,4. Very,4. Agree,4. Agree,5. Strongly Agree,5. Strongly Agree,4. Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,4. Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,A little more friendly,A little better at interacting with people,Male,35-44 years old,5-8 years,More than once per week,Leadership position,4. Well,200-499,Predominantly White,,18,14,13,24,24
2022-03-23 21:24:53,2022-03-23 21:31:18,IP Address,172.125.63.119,100,385,True,2022-03-23 21:31:19,R_27lOO4k5PSE1BeK,,,,,34.0408935546875,-84.0236968994140625,anonymous,EN,"I am 18 or older, attend a Southern Baptist church, and consent to begin the survey",5. Extremely,5. Extremely,5. Extremely,4. Very,4. Very,5. Extremely,5. Extremely,4. Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,4. Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,Much more friendly,A little better at interacting with people,Female,35-44 years old,8+ years,Once per week,Regular volunteer,5. Quite Well,200-499,Predominantly White,,18,15,14,24,25
2022-03-23 21:34:02,2022-03-23 21:39:20,IP Address,108.254.108.36,100,317,True,2022-03-23 21:39:20,R_2WvPicwV1s572Ba,,,,,34.1793975830078125,-83.90160369873046875,anonymous,EN,"I am 18 or older, attend a Southern Baptist church, and consent to begin the survey",5. Extremely,5. Extremely,4. Very,4. Very,5. Extremely,5. Extremely,5. Extremely,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,4. Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,A little more friendly,A little better at interacting with people,Female,35-44 years old,8+ years,More than once per week,Regular volunteer,5. Quite Well,200-499,Predominantly White,,19,14,15,24,25
2022-03-23 21:39:12,2022-03-23 21:44:47,IP Address,73.184.91.71,100,335,True,2022-03-23 21:44:47,R_cSkILlguJiuCW7D,,,,,33.9915924072265625,-83.89009857177734375,anonymous,EN,"I am 18 or older, attend a Southern Baptist church, and consent to begin the survey",3. Average,4. Very,4. Very,5. Extremely,5. Extremely,5. Extremely,5. Extremely,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,4. Agree,5. Strongly Agree,Much more intelligent,Much better at preaching,Female,55-64 years old,5-8 years,Almost never or never,Leadership position,3. Somewhat,500-1999,Multiracial,,20,11,15,25,24
2022-03-23 22:44:53,2022-03-23 22:49:35,IP Address,98.20.213.202,100,282,True,2022-03-23 22:49:36,R_3lK3d0D7v1zSvEV,,,,,33.6739044189453125,-86.41089630126953125,anonymous,EN,"I am 18 or older, attend a Southern Baptist church, and consent to begin the survey",5. Extremely,5. Extremely,4. Very,4. Very,4. Very,5. Extremely,4. Very,4. Agree,5. Strongly Agree,4. Agree,4. Agree,4. Agree,4. Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,A little more friendly,A little better at interacting with people,Female,35-44 years old,8+ years,More than once per week,Leadership position,5. Quite Well,500-1999,Predominantly White,,17,14,13,22,25
2022-03-23 23:22:49,2022-03-23 23:28:11,IP Address,104.6.0.25,100,322,True,2022-03-23 23:28:11,R_22Jh8tqc71yUWYX,,,,,34.00140380859375,-84.01439666748046875,anonymous,EN,"I am 18 or older, attend a Southern Baptist church, and consent to begin the survey",5. Extremely,5. Extremely,5. Extremely,5. Extremely,5. Extremely,5. Extremely,5. Extremely,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,A little more friendly,A little better at preaching,Female,55-64 years old,8+ years,Once per week,Regular volunteer,5. Quite Well,500-1999,Predominantly White,,20,15,15,25,25
2022-03-24 06:28:52,2022-03-24 06:32:09,IP Address,74.139.65.143,100,196,True,2022-03-24 06:32:09,R_t0yXQuubPM8HNhD,,,,,37.1027069091796875,-84.5431976318359375,anonymous,EN,"I am 18 or older, attend a Southern Baptist church, and consent to begin the survey",4. Very,4. Very,4. Very,5. Extremely,5. Extremely,5. Extremely,5. Extremely,5. Strongly Agree,4. Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,A little more intelligent,A little better at preaching,Female,45-54 years old,0-1 year,More than once per week,Regular attender,3. Somewhat,200-499,Predominantly White,,20,12,14,25,25
2022-03-24 09:58:44,2022-03-24 10:01:12,IP Address,12.170.129.138,100,148,True,2022-03-24 10:01:13,R_3lYLoWHGRCCs59D,,,,,36.2133941650390625,-86.73110198974609375,anonymous,EN,"I am 18 or older, attend a Southern Baptist church, and consent to begin the survey",5. Extremely,5. Extremely,5. Extremely,4. Very,5. Extremely,5. Extremely,5. Extremely,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,Much more intelligent,Much better at preaching,Female,65+ years old,8+ years,More than once per week,Regular attender,5. Quite Well,500-1999,Predominantly White,,19,15,15,25,25
2022-03-24 19:15:41,2022-03-24 19:17:56,IP Address,24.158.173.218,100,135,True,2022-03-24 19:17:57,R_3MtB5Gccb3sL1Pw,,,,,35.49859619140625,-86.08480072021484375,anonymous,EN,"I am 18 or older, attend a Southern Baptist church, and consent to begin the survey",4. Very,4. Very,4. Very,4. Very,3. Average,4. Very,3. Average,4. Agree,5. Strongly Agree,4. Agree,4. Agree,4. Agree,4. Agree,4. Agree,4. Agree,4. Agree,4. Agree,4. Agree,4. Agree,4. Agree,Much more friendly,A little better at interacting with people,Female,45-54 years old,8+ years,Almost never or never,Sporadic attender,4. Well,100-199,Predominantly White,,14,12,13,20,20
2022-03-25 14:07:25,2022-03-25 14:09:22,IP Address,172.58.3.62,100,117,True,2022-03-25 14:09:23,R_tFc8UR1RWflI35v,,,,,33.889495849609375,-84.2920989990234375,anonymous,EN,"I am 18 or older, attend a Southern Baptist church, and consent to begin the survey",4. Very,5. Extremely,5. Extremely,5. Extremely,5. Extremely,4. Very,4. Very,4. Agree,4. Agree,4. Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,A little more intelligent,A little better at preaching,Male,25-34 years old,2-4 years,Once per month,Regular attender,3. Somewhat,100-199,Multiracial,,18,14,12,25,25
2022-03-25 15:58:17,2022-03-25 16:03:41,IP Address,50.96.100.249,100,324,True,2022-03-25 16:03:42,R_1Io2PxzznICV7K2,,,,,34.53179931640625,-83.9718017578125,anonymous,EN,"I am 18 or older, attend a Southern Baptist church, and consent to begin the survey",5. Extremely,5. Extremely,5. Extremely,5. Extremely,5. Extremely,5. Extremely,5. Extremely,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,Much more intelligent,Much better at preaching,Female,65+ years old,2-4 years,More than once per week,Regular attender,4. Well,500-1999,Predominantly White,,20,15,15,25,25
2022-03-25 16:14:42,2022-03-25 16:18:42,IP Address,174.215.172.35,100,240,True,2022-03-25 16:18:43,R_3gX9RBS3OYU9kSY,,,,,33.748504638671875,-84.3871002197265625,anonymous,EN,"I am 18 or older, attend a Southern Baptist church, and consent to begin the survey",5. Extremely,5. Extremely,5. Extremely,4. Very,4. Very,4. Very,4. Very,5. Strongly Agree,5. Strongly Agree,4. Agree,3. Neutral,4. Agree,4. Agree,4. Agree,4. Agree,4. Agree,5. Strongly Agree,5. Strongly Agree,4. Agree,5. Strongly Agree,A little more intelligent,A little better at preaching,Male,45-54 years old,8+ years,More than once per week,Leadership position,5. Quite Well,100-199,Predominantly White,,16,15,14,19,23
2022-03-25 16:47:06,2022-03-25 16:50:34,IP Address,24.32.205.6,100,208,True,2022-03-25 16:50:34,R_1fkCTLdcbjoF1XE,,,,,33.1793975830078125,-96.95379638671875,anonymous,EN,"I am 18 or older, attend a Southern Baptist church, and consent to begin the survey",4. Very,4. Very,5. Extremely,3. Average,4. Very,5. Extremely,5. Extremely,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,4. Agree,4. Agree,4. Agree,5. Strongly Agree,5. Strongly Agree,4. Agree,5. Strongly Agree,4. Agree,3. Neutral,4. Agree,A little more friendly,A little better at preaching,Female,25-34 years old,0-1 year,Once per month,Regular attender,2. Slightly,2000+,Predominantly White,,17,13,15,22,20
2022-03-25 18:55:48,2022-03-25 18:59:38,IP Address,24.125.194.149,100,230,True,2022-03-25 18:59:38,R_pE3O1JHSpHUepgZ,,,,,34.231903076171875,-84.16269683837890625,anonymous,EN,"I am 18 or older, attend a Southern Baptist church, and consent to begin the survey",2. Somewhat,2. Somewhat,2. Somewhat,2. Somewhat,5. Extremely,3. Average,3. Average,4. Agree,4. Agree,3. Neutral,3. Neutral,2. Disagree,3. Neutral,2. Disagree,2. Disagree,2. Disagree,1. Strongly Disagree,2. Disagree,2. Disagree,3. Neutral,A little more intelligent,Much better at preaching,Female,45-54 years old,5-8 years,Once per week,Regular attender,4. Well,500-1999,Predominantly White,,13,6,11,12,10
2022-03-25 21:36:42,2022-03-25 21:40:26,IP Address,107.77.237.20,100,223,True,2022-03-25 21:40:27,R_1mJBqVA3li8D5on,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,"I am 18 or older, attend a Southern Baptist church, and consent to begin the survey",3. Average,2. Somewhat,2. Somewhat,5. Extremely,3. Average,3. Average,3. Average,2. Disagree,3. Neutral,2. Disagree,4. Agree,1. Strongly Disagree,2. Disagree,2. Disagree,2. Disagree,3. Neutral,3. Neutral,3. Neutral,1. Strongly Disagree,3. Neutral,A little more intelligent,A little better at interacting with people,Female,25-34 years old,5-8 years,Almost never or never,Leadership position,2. Slightly,100-199,Predominantly White,,14,7,7,11,13
2022-03-25 21:55:19,2022-03-25 21:58:12,IP Address,69.222.149.57,100,173,True,2022-03-25 21:58:12,R_3aeMj6yNN9wCxix,,,,,34.1793975830078125,-83.90160369873046875,anonymous,EN,"I am 18 or older, attend a Southern Baptist church, and consent to begin the survey",5. Extremely,5. Extremely,4. Very,3. Average,3. Average,4. Very,4. Very,4. Agree,4. Agree,4. Agree,4. Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,4. Agree,5. Strongly Agree,A little more friendly,A little better at interacting with people,Male,45-54 years old,2-4 years,Once per week,Regular attender,3. Somewhat,200-499,Predominantly White,,14,14,12,24,24
2022-03-25 22:08:01,2022-03-25 22:12:52,IP Address,107.141.60.76,100,291,True,2022-03-25 22:12:53,R_21p9aJ5d7J0x6pT,,,,,34.3542938232421875,-83.889801025390625,anonymous,EN,"I am 18 or older, attend a Southern Baptist church, and consent to begin the survey",5. Extremely,4. Very,4. Very,5. Extremely,4. Very,5. Extremely,4. Very,4. Agree,5. Strongly Agree,4. Agree,4. Agree,4. Agree,4. Agree,4. Agree,4. Agree,4. Agree,5. Strongly Agree,5. Strongly Agree,4. Agree,4. Agree,A little more friendly,A little better at interacting with people,Male,35-44 years old,0-1 year,Once per month,Regular attender,1. Not at all,100-199,Predominantly White,,18,13,13,20,22
2022-03-26 08:10:44,2022-03-26 08:14:42,IP Address,67.191.166.37,100,237,True,2022-03-26 08:14:42,R_2sci3lat7Kw96Wl,,,,,33.8780059814453125,-83.892303466796875,anonymous,EN,"I am 18 or older, attend a Southern Baptist church, and consent to begin the survey",5. Extremely,5. Extremely,5. Extremely,5. Extremely,5. Extremely,5. Extremely,5. Extremely,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,A little more friendly,A little better at preaching,Female,65+ years old,5-8 years,More than once per week,Regular attender,5. Quite Well,500-1999,Predominantly White,,20,15,15,25,25
2022-03-26 19:39:22,2022-03-26 19:41:25,IP Address,98.251.99.214,100,123,True,2022-03-26 19:41:26,R_u80krqmmVsx2lqh,,,,,33.997802734375,-83.71240234375,anonymous,EN,"I am 18 or older, attend a Southern Baptist church, and consent to begin the survey",5. Extremely,5. Extremely,5. Extremely,5. Extremely,5. Extremely,5. Extremely,5. Extremely,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,A little more friendly,A little better at preaching,Female,18-24 years old,5-8 years,Once per week,Regular attender,3. Somewhat,100-199,Predominantly White,,20,15,15,25,25
2022-03-29 11:12:43,2022-03-29 11:15:02,IP Address,107.142.168.147,100,139,True,2022-03-29 11:15:03,R_phDy6rddvC5zT7H,,,,,34.019500732421875,-84.31060028076171875,anonymous,EN,"I am 18 or older, attend a Southern Baptist church, and consent to begin the survey",5. Extremely,4. Very,4. Very,5. Extremely,4. Very,4. Very,4. Very,4. Agree,4. Agree,4. Agree,3. Neutral,3. Neutral,4. Agree,4. Agree,4. Agree,4. Agree,4. Agree,4. Agree,4. Agree,4. Agree,A little more friendly,Much better at interacting with people,Male,35-44 years old,8+ years,More than once per week,Leadership position,5. Quite Well,200-499,Predominantly White,,17,13,12,18,20
2022-03-29 14:58:34,2022-03-29 15:01:07,IP Address,174.209.128.23,100,153,True,2022-03-29 15:01:08,R_1QbxISrbcMUqKqb,,,,,33.747406005859375,-84.37470245361328125,anonymous,EN,"I am 18 or older, attend a Southern Baptist church, and consent to begin the survey",5. Extremely,5. Extremely,4. Very,5. Extremely,5. Extremely,5. Extremely,5. Extremely,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,4. Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,A little more friendly,A little better at interacting with people,Female,35-44 years old,8+ years,More than once per week,Leadership position,4. Well,200-499,Predominantly White,,20,14,15,24,25
2022-03-22 15:01:48,2022-03-22 15:02:30,IP Address,75.139.144.167,0,41,False,2022-03-29 15:02:30,R_1mkkZ8ndv7C4knV,,,,,,,anonymous,EN,"I am 18 or older, attend a Southern Baptist church, and consent to begin the survey",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
2022-03-22 16:58:14,2022-03-22 16:58:34,IP Address,71.12.172.32,6,19,False,2022-03-29 17:15:42,R_2fvdSyyUvRs8oOa,,,,,,,anonymous,EN,"I am 18 or older, attend a Southern Baptist church, and consent to begin the survey",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
2022-03-29 17:40:57,2022-03-29 17:44:30,IP Address,172.58.7.58,100,212,True,2022-03-29 17:44:30,R_2Cf9a49c6eLFMlH,,,,,33.8018951416015625,-84.38610076904296875,anonymous,EN,"I am 18 or older, attend a Southern Baptist church, and consent to begin the survey",5. Extremely,5. Extremely,5. Extremely,5. Extremely,5. Extremely,5. Extremely,5. Extremely,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,A little more friendly,A little better at preaching,Male,25-34 years old,0-1 year,Once per week,Regular attender,3. Somewhat,500-1999,Predominantly White,,20,15,15,25,25
2022-03-22 17:44:47,2022-03-22 17:45:36,IP Address,99.196.128.112,6,49,False,2022-03-29 17:52:02,R_24Nm32XQnQ5o7Ja,,,,,,,anonymous,EN,"I am 18 or older, attend a Southern Baptist church, and consent to begin the survey",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
2022-03-22 18:50:00,2022-03-22 18:51:18,IP Address,71.12.174.190,6,78,False,2022-03-29 18:51:19,R_1kLAVbPEpH9c43Y,,,,,,,anonymous,EN,"I am 18 or older, attend a Southern Baptist church, and consent to begin the survey",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
2022-03-22 18:54:58,2022-03-22 18:55:48,IP Address,68.59.201.206,19,49,False,2022-03-29 18:56:16,R_3fqtCpZz9DWlCrR,,,,,,,anonymous,EN,"I am 18 or older, attend a Southern Baptist church, and consent to begin the survey",3. Average,4. Very,4. Very,4. Very,3. Average,4. Very,4. Very,,,,,,,,,,,,,,,,,,,,,,,,,15,11,0,0,0
2022-03-22 19:06:24,2022-03-22 19:07:25,IP Address,24.98.45.67,19,60,False,2022-03-29 19:07:26,R_AGsTenZ2XZWxAhb,,,,,,,anonymous,EN,"I am 18 or older, attend a Southern Baptist church, and consent to begin the survey",4. Very,4. Very,4. Very,4. Very,4. Very,4. Very,4. Very,,,,,,,,,,,,,,,,,,,,,,,,,16,12,0,0,0
2022-03-22 19:32:40,2022-03-22 19:32:53,IP Address,107.127.28.117,6,12,False,2022-03-29 19:32:59,R_3rHChVx8Z8fzYCA,,,,,,,anonymous,EN,"I am 18 or older, attend a Southern Baptist church, and consent to begin the survey",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
2022-03-22 23:18:10,2022-03-22 23:20:00,IP Address,174.248.40.87,19,110,False,2022-03-29 23:20:05,R_1Q4KJlWHFuMrfYh,,,,,,,anonymous,EN,"I am 18 or older, attend a Southern Baptist church, and consent to begin the survey",4. Very,3. Average,3. Average,4. Very,4. Very,4. Very,4. Very,,,,,,,,,,,,,,,,,,,,,,,,,16,10,0,0,0
2022-03-23 04:51:04,2022-03-23 04:51:52,IP Address,71.204.105.158,6,48,False,2022-03-30 04:51:58,R_200guW6XTN8tcPL,,,,,,,anonymous,EN,"I am 18 or older, attend a Southern Baptist church, and consent to begin the survey",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
2022-03-23 05:15:26,2022-03-23 05:16:36,IP Address,70.251.212.139,19,69,False,2022-03-30 05:16:48,R_2Cmnq5aNGZ25dOY,,,,,,,anonymous,EN,"I am 18 or older, attend a Southern Baptist church, and consent to begin the survey",5. Extremely,5. Extremely,5. Extremely,4. Very,5. Extremely,5. Extremely,5. Extremely,,,,,,,,,,,,,,,,,,,,,,,,,19,15,0,0,0
2022-03-23 06:11:55,2022-03-23 06:12:09,IP Address,107.77.232.6,6,13,False,2022-03-30 06:12:12,R_2rv9GQPl2E5uXxe,,,,,,,anonymous,EN,"I am 18 or older, attend a Southern Baptist church, and consent to begin the survey",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
2022-03-23 07:24:58,2022-03-23 07:25:50,IP Address,96.71.83.253,6,52,False,2022-03-30 07:25:55,R_3DcGsu0k7crq0Zn,,,,,,,anonymous,EN,"I am 18 or older, attend a Southern Baptist church, and consent to begin the survey",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
2022-03-23 11:18:34,2022-03-23 11:19:53,IP Address,172.58.3.151,19,78,False,2022-03-30 11:26:20,R_eXt1uqcoQDMDfu9,,,,,,,anonymous,EN,"I am 18 or older, attend a Southern Baptist church, and consent to begin the survey",5. Extremely,3. Average,3. Average,4. Very,4. Very,5. Extremely,3. Average,,,,,,,,,,,,,,,,,,,,,,,,,16,11,0,0,0
2022-03-23 12:39:44,2022-03-23 12:40:32,IP Address,68.53.93.229,19,48,False,2022-03-30 12:41:59,R_3E9GsW5wfBZlACi,,,,,,,anonymous,EN,"I am 18 or older, attend a Southern Baptist church, and consent to begin the survey",4. Very,4. Very,3. Average,5. Extremely,5. Extremely,5. Extremely,5. Extremely,,,,,,,,,,,,,,,,,,,,,,,,,20,11,0,0,0
2022-03-23 14:20:31,2022-03-23 14:21:12,IP Address,66.18.42.2,19,41,False,2022-03-30 14:26:43,R_QbrV7kT2IfX87MB,,,,,,,anonymous,EN,"I am 18 or older, attend a Southern Baptist church, and consent to begin the survey",4. Very,4. Very,4. Very,4. Very,4. Very,4. Very,4. Very,,,,,,,,,,,,,,,,,,,,,,,,,16,12,0,0,0
2022-03-23 16:38:26,2022-03-23 16:42:03,IP Address,76.229.128.18,19,216,False,2022-03-30 16:51:08,R_2WMhO42NszFDGji,,,,,,,anonymous,EN,"I am 18 or older, attend a Southern Baptist church, and consent to begin the survey",3. Average,3. Average,4. Very,4. Very,4. Very,4. Very,3. Average,,,,,,,,,,,,,,,,,,,,,,,,,15,10,0,0,0
2022-03-23 17:21:25,2022-03-23 17:21:47,IP Address,174.109.138.82,6,21,False,2022-03-30 17:21:48,R_2X4XBXOw6WWpJRx,,,,,,,anonymous,EN,"I am 18 or older, attend a Southern Baptist church, and consent to begin the survey",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
2022-03-23 22:22:35,2022-03-23 22:23:51,IP Address,174.209.225.92,19,75,False,2022-03-30 22:23:54,R_eniAaG4gpQw07iV,,,,,,,anonymous,EN,"I am 18 or older, attend a Southern Baptist church, and consent to begin the survey",5. Extremely,4. Very,4. Very,5. Extremely,4. Very,5. Extremely,5. Extremely,,,,,,,,,,,,,,,,,,,,,,,,,19,13,0,0,0
2022-03-23 23:25:29,2022-03-23 23:26:14,IP Address,199.59.112.141,19,44,False,2022-03-30 23:26:15,R_3fUe1kJ1SfQA9Qi,,,,,,,anonymous,EN,"I am 18 or older, attend a Southern Baptist church, and consent to begin the survey",4. Very,4. Very,5. Extremely,5. Extremely,5. Extremely,5. Extremely,5. Extremely,,,,,,,,,,,,,,,,,,,,,,,,,20,13,0,0,0
2022-03-24 09:18:55,2022-03-24 09:19:18,IP Address,68.119.56.224,6,23,False,2022-03-31 09:19:26,R_3neLlAkuLHl8j8M,,,,,,,anonymous,EN,"I am 18 or older, attend a Southern Baptist church, and consent to begin the survey",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
2022-03-24 15:45:19,2022-03-24 15:45:46,IP Address,74.138.59.33,6,26,False,2022-03-31 15:45:54,R_3iCDo11PBlAfMLc,,,,,,,anonymous,EN,"I am 18 or older, attend a Southern Baptist church, and consent to begin the survey",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
2022-03-24 20:40:46,2022-03-24 20:41:12,IP Address,68.57.9.194,6,25,False,2022-03-31 20:42:05,R_3Jwpd2yESM2Slya,,,,,,,anonymous,EN,"I am 18 or older, attend a Southern Baptist church, and consent to begin the survey",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
2022-03-24 21:48:13,2022-03-24 21:48:58,IP Address,108.254.109.238,6,44,False,2022-03-31 21:48:59,R_2e3C8hQoJK1mODc,,,,,,,anonymous,EN,"I am 18 or older, attend a Southern Baptist church, and consent to begin the survey",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
2022-03-25 23:40:08,2022-03-25 23:40:20,IP Address,99.62.99.2,6,12,False,2022-04-01 23:40:22,R_bp8XgDBupSkQIvv,,,,,,,anonymous,EN,"I am 18 or older, attend a Southern Baptist church, and consent to begin the survey",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
2022-03-26 03:03:29,2022-03-26 03:04:13,IP Address,98.19.154.130,19,44,False,2022-04-02 03:04:18,R_3NKjSDfo9TnDJZc,,,,,,,anonymous,EN,"I am 18 or older, attend a Southern Baptist church, and consent to begin the survey",5. Extremely,5. Extremely,5. Extremely,5. Extremely,5. Extremely,5. Extremely,5. Extremely,,,,,,,,,,,,,,,,,,,,,,,,,20,15,0,0,0
2022-04-02 07:32:32,2022-04-02 07:34:56,IP Address,75.131.232.215,100,143,True,2022-04-02 07:34:56,R_3qfaJLCIZ2RY5MA,,,,,30.4429931640625,-90.4385986328125,anonymous,EN,"I am 18 or older, attend a Southern Baptist church, and consent to begin the survey",4. Very,4. Very,4. Very,5. Extremely,5. Extremely,5. Extremely,5. Extremely,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,4. Agree,4. Agree,A little more intelligent,A little better at preaching,Male,25-34 years old,0-1 year,Once per week,Regular attender,4. Well,200-499,Predominantly White,,20,12,15,25,23
2022-04-02 07:59:19,2022-04-02 08:03:49,IP Address,174.211.234.10,100,270,True,2022-04-02 08:03:50,R_3qJOvxP37maG64S,,,,,28.6343994140625,-81.622100830078125,anonymous,EN,"I am 18 or older, attend a Southern Baptist church, and consent to begin the survey",5. Extremely,5. Extremely,4. Very,5. Extremely,5. Extremely,5. Extremely,5. Extremely,5. Strongly Agree,5. Strongly Agree,4. Agree,4. Agree,4. Agree,4. Agree,4. Agree,4. Agree,5. Strongly Agree,5. Strongly Agree,4. Agree,4. Agree,5. Strongly Agree,A little more friendly,A little better at preaching,Female,35-44 years old,5-8 years,Once per week,Regular volunteer,4. Well,200-499,Predominantly White,,20,14,14,20,23
2022-04-02 08:03:12,2022-04-02 08:09:36,IP Address,69.1.9.253,100,383,True,2022-04-02 08:09:36,R_2diLKeIgA7am5vt,,,,,32.3545989990234375,-86.26290130615234375,anonymous,EN,"I am 18 or older, attend a Southern Baptist church, and consent to begin the survey",4. Very,4. Very,4. Very,4. Very,4. Very,4. Very,4. Very,4. Agree,5. Strongly Agree,4. Agree,5. Strongly Agree,4. Agree,4. Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,4. Agree,5. Strongly Agree,5. Strongly Agree,A little more intelligent,A little better at preaching,Female,25-34 years old,8+ years,More than once per week,Regular volunteer,5. Quite Well,0-99,Predominantly White,,16,12,13,23,24
