StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q2,Q3,Q4,Q5,Q6_1,Q6_2,Q6_3,Q6_4,Q6_5,Q6_6,Q6_7,Q6_8,Q6_9,Q6_10,Q6_11,Q6_12,Q6_13,Q6_14,Q6 (continued)_1,Q6 (continued)_2,Q6 (continued)_3,Q6 (continued)_4,Q6 (continued)_5,Q6 (continued)_6,Q6 (continued)_7,Q6 (continued)_8,Q6 (continued)_9,Q6 (continued)_10,Q6 (continued)_11,Q6 (continued)_12,Q6 (continued)_13,Q7_1,Q7_2,Q7_3,Q7_4,Q7_5,Q7_6,Q7_7,Q6 _1,Q6 _2,Q6 _3,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q8_6,Q8_7,Q8_8,Q8_9,Q8_10,Q8_11,Q8_12,Q8_13,Q8_14,Q8_15,Q8_16,Q8_17,Q8_18,Q8_19,Q8_20,Q8_21,Q8_22,Q8_23,Q8_24,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q9_6,Q9_7,Q9_8,Q9_9,Q9_10,Q9_11,Q9_12,Q9_13,Q9_14,Q9_15,Q9_16,Q9_17,Q9_18,Q9_19,Q9_20,Q9_21,Q9_22,Q9_23,Q9_24,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q10_6,Q10_7,Q10_8,Q10_9,Q10_10,Q10_11,Q10_12,SC0,SC1,SC2,SC3,SC4,SC5,SC6,SC7,SC8
2022-11-02 11:05:33,2022-11-02 11:19:44,IP Address,128.92.72.101,100,851,True,2022-11-02 11:19:45,R_1KqXZji5klb6098,,,,,34.5251,-82.6307,anonymous,EN,19,Male,Never married,White,Non-Hispanic,Very Much,Very Much,Somewhat,Very Much,Very Much,Not at All,Very Much,Quite a Bit,Very Much,A Moderate Amount,A Moderate Amount,Quite a Bit,Very Much,A Moderate Amount,Very Much,A Moderate Amount,Very Much,Not at All,Somewhat,Not at All,A Moderate Amount,Not at All,Quite a Bit,Quite a Bit,Somewhat,Very Much,Not at All,Very Much,Very Much,Quite a Bit,Quite a Bit,Quite a Bit,Not at All,Quite a Bit,Very Much,Not at All,Somewhat,5 - Very well,4 - Pretty well,4 - Pretty well,2 - Not very well,4 - Pretty well,5 - Very well,5 - Very well,5 - Very well,4 - Pretty well,5 - Very well,5 - Very well,3 - Neutral,4 - Pretty well,4 - Pretty well,5 - Very well,5 - Very well,5 - Very well,2 - Not very well,4 - Pretty well,5 - Very well,3 - Neutral,5 - Very well,4 - Pretty well,3 - Neutral,Rarely,Never,Never,Sometimes,Never,Often,Never,Often,Often,Never,Often,Often,Rarely,Sometimes,Sometimes,Rarely,Often,Rarely,Often,Rarely,Sometimes,Often,Never,Rarely,Strongly Agree,Strongly Agree,Disagree,Disagree,Agree,Disagree,Strongly Disagree,Agree,Disagree,Agree,Agree,Disagree,100,86,21,23,27,17,23,12,37
2022-11-02 12:14:49,2022-11-02 12:26:58,IP Address,128.92.72.51,100,729,True,2022-11-02 12:26:59,R_3MuPVJE9PXrldBp,,,,,34.5251,-82.6307,anonymous,EN,18,Female,Married,White,Non-Hispanic,Quite a Bit,Very Much,Not at All,Quite a Bit,,Somewhat,Very Much,Quite a Bit,A Moderate Amount,Quite a Bit,Somewhat,Quite a Bit,Quite a Bit,Somewhat,Quite a Bit,Not at All,A Moderate Amount,Somewhat,Very Much,Not at All,Quite a Bit,Not at All,Quite a Bit,Quite a Bit,Quite a Bit,A Moderate Amount,Somewhat,Somewhat,Somewhat,Somewhat,Very Much,A Moderate Amount,Not at All,Quite a Bit,,Not at All,A Moderate Amount,5 - Very well,5 - Very well,2 - Not very well,2 - Not very well,4 - Pretty well,5 - Very well,3 - Neutral,4 - Pretty well,5 - Very well,1 - Not at all,3 - Neutral,4 - Pretty well,5 - Very well,3 - Neutral,2 - Not very well,3 - Neutral,3 - Neutral,5 - Very well,3 - Neutral,5 - Very well,5 - Very well,4 - Pretty well,4 - Pretty well,5 - Very well,Often,Never,Sometimes,,Sometimes,Sometimes,Never,Sometimes,Sometimes,Often,Rarely,Sometimes,Never,Rarely,,Rarely,Often,Often,Sometimes,Often,Often,Sometimes,Never,Sometimes,Agree,Agree,Strongly Disagree,Somewhat Agree,Agree,Strongly Disagree,Disagree,Agree,Strongly Disagree,Agree,Agree,Disagree,90,59,24,28,25,15,17,16,26
2022-11-02 12:26:28,2022-11-02 12:34:46,IP Address,128.92.72.51,100,498,True,2022-11-02 12:34:47,R_3GuKShxSf8utTUw,,,,,34.5251,-82.6307,anonymous,EN,19,Male,Married,White,Non-Hispanic,Very Much,Very Much,Not at All,Very Much,Very Much,A Moderate Amount,Very Much,Very Much,Very Much,Not at All,Not at All,Very Much,Very Much,Quite a Bit,Not at All,Not at All,Very Much,Somewhat,Very Much,Not at All,Very Much,Not at All,Very Much,Very Much,Not at All,Not at All,Somewhat,Very Much,Very Much,Very Much,Very Much,Quite a Bit,A Moderate Amount,A Moderate Amount,A Moderate Amount,Not at All,Not at All,5 - Very well,5 - Very well,5 - Very well,3 - Neutral,4 - Pretty well,4 - Pretty well,3 - Neutral,4 - Pretty well,4 - Pretty well,4 - Pretty well,5 - Very well,5 - Very well,4 - Pretty well,3 - Neutral,4 - Pretty well,3 - Neutral,5 - Very well,5 - Very well,5 - Very well,5 - Very well,5 - Very well,5 - Very well,5 - Very well,5 - Very well,Never,Never,Never,Never,Never,Sometimes,Never,Often,Often,Rarely,Often,Often,Rarely,Often,Often,Never,Often,Sometimes,Often,Never,Sometimes,Often,Never,Never,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,105,87,12,30,35,17,24,17,36
2022-11-02 12:56:50,2022-11-02 13:02:32,IP Address,128.92.72.51,100,342,True,2022-11-02 13:02:33,R_23dkNggf5TUEIjs,,,,,34.5251,-82.6307,anonymous,EN,20,Female,Married,White,Non-Hispanic,Somewhat,Quite a Bit,Not at All,Somewhat,Not at All,Very Much,Quite a Bit,A Moderate Amount,Quite a Bit,Very Much,Very Much,A Moderate Amount,Somewhat,Very Much,A Moderate Amount,Not at All,Quite a Bit,Very Much,Very Much,A Moderate Amount,Somewhat,Somewhat,Quite a Bit,Not at All,Somewhat,Very Much,Quite a Bit,Somewhat,Very Much,A Moderate Amount,Very Much,Very Much,Very Much,A Moderate Amount,Somewhat,Quite a Bit,Quite a Bit,3 - Neutral,2 - Not very well,2 - Not very well,2 - Not very well,2 - Not very well,2 - Not very well,4 - Pretty well,2 - Not very well,2 - Not very well,2 - Not very well,4 - Pretty well,2 - Not very well,4 - Pretty well,2 - Not very well,2 - Not very well,4 - Pretty well,3 - Neutral,5 - Very well,4 - Pretty well,4 - Pretty well,2 - Not very well,4 - Pretty well,2 - Not very well,1 - Not at all,Often,Sometimes,Rarely,Sometimes,Often,Sometimes,Never,Sometimes,Rarely,Often,Rarely,Often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Often,Sometimes,Often,Sometimes,Sometimes,Sometimes,Often,Somewhat Disagree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Disagree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,66,56,50,24,20,7,10,24,24
2022-11-02 13:09:39,2022-11-02 13:19:53,IP Address,128.92.72.51,100,614,True,2022-11-02 13:19:54,R_RUYgc8hA3DvoqoV,,,,,34.5251,-82.6307,anonymous,EN,19,Male,Married,White,Non-Hispanic,Quite a Bit,Very Much,Not at All,Quite a Bit,A Moderate Amount,Somewhat,Quite a Bit,A Moderate Amount,Quite a Bit,Somewhat,Somewhat,Quite a Bit,Quite a Bit,Not at All,Quite a Bit,Not at All,Quite a Bit,Not at All,A Moderate Amount,Not at All,A Moderate Amount,Not at All,A Moderate Amount,A Moderate Amount,Somewhat,Quite a Bit,Somewhat,Quite a Bit,Quite a Bit,Quite a Bit,Quite a Bit,Quite a Bit,Not at All,Somewhat,Quite a Bit,Somewhat,Somewhat,4 - Pretty well,5 - Very well,2 - Not very well,1 - Not at all,4 - Pretty well,4 - Pretty well,2 - Not very well,4 - Pretty well,5 - Very well,3 - Neutral,4 - Pretty well,2 - Not very well,4 - Pretty well,2 - Not very well,3 - Neutral,2 - Not very well,4 - Pretty well,2 - Not very well,4 - Pretty well,4 - Pretty well,2 - Not very well,4 - Pretty well,4 - Pretty well,3 - Neutral,Sometimes,Sometimes,Rarely,Sometimes,Sometimes,Often,Never,Sometimes,Often,Rarely,Sometimes,Often,Sometimes,Often,Often,Rarely,Often,Rarely,Sometimes,Never,Sometimes,Often,Never,Sometimes,Somewhat Agree,Strongly Agree,Somewhat Agree,Somewhat Disagree,Agree,Strongly Disagree,Strongly Disagree,Agree,Somewhat Agree,Somewhat Agree,Agree,Disagree,78,77,30,25,27,17,18,12,35
2022-11-02 13:28:52,2022-11-02 13:34:35,IP Address,128.92.72.51,100,343,True,2022-11-02 13:34:36,R_24tL3pZlGpElGFe,,,,,34.5251,-82.6307,anonymous,EN,18,Female,Married,White,Non-Hispanic,Very Much,Very Much,Somewhat,Quite a Bit,Quite a Bit,Somewhat,Very Much,Very Much,Very Much,Somewhat,Somewhat,Quite a Bit,Very Much,Somewhat,Very Much,Quite a Bit,Very Much,Somewhat,A Moderate Amount,Not at All,A Moderate Amount,Not at All,Quite a Bit,Quite a Bit,A Moderate Amount,Quite a Bit,Somewhat,Quite a Bit,Quite a Bit,Quite a Bit,Quite a Bit,Quite a Bit,Somewhat,A Moderate Amount,Quite a Bit,A Moderate Amount,Somewhat,3 - Neutral,4 - Pretty well,4 - Pretty well,4 - Pretty well,4 - Pretty well,4 - Pretty well,3 - Neutral,3 - Neutral,3 - Neutral,5 - Very well,4 - Pretty well,4 - Pretty well,3 - Neutral,4 - Pretty well,4 - Pretty well,3 - Neutral,3 - Neutral,4 - Pretty well,4 - Pretty well,4 - Pretty well,4 - Pretty well,3 - Neutral,4 - Pretty well,3 - Neutral,Sometimes,Never,Never,Sometimes,Rarely,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,Sometimes,Sometimes,Never,Often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,Agree,Agree,Neither Agree nor Disagree,Disagree,Agree,Strongly Disagree,Strongly Disagree,Agree,Disagree,Agree,Agree,Disagree,88,73,24,23,29,17,22,14,32
2022-11-02 13:30:29,2022-11-02 13:36:51,IP Address,128.92.72.51,100,381,True,2022-11-02 13:36:52,R_1QlLBsQ5xnXGmAl,,,,,34.5251,-82.6307,anonymous,EN,18,Female,Never married,White,Hispanic,Somewhat,Quite a Bit,Not at All,A Moderate Amount,A Moderate Amount,A Moderate Amount,Quite a Bit,Quite a Bit,A Moderate Amount,A Moderate Amount,Very Much,Quite a Bit,Somewhat,Quite a Bit,A Moderate Amount,Not at All,A Moderate Amount,A Moderate Amount,Very Much,Not at All,Somewhat,Somewhat,Quite a Bit,A Moderate Amount,Somewhat,Quite a Bit,Not at All,Not at All,Somewhat,Not at All,Very Much,Very Much,Not at All,Somewhat,Quite a Bit,Somewhat,Very Much,4 - Pretty well,4 - Pretty well,3 - Neutral,4 - Pretty well,3 - Neutral,5 - Very well,4 - Pretty well,4 - Pretty well,2 - Not very well,4 - Pretty well,4 - Pretty well,4 - Pretty well,4 - Pretty well,3 - Neutral,2 - Not very well,4 - Pretty well,4 - Pretty well,5 - Very well,4 - Pretty well,5 - Very well,4 - Pretty well,5 - Very well,4 - Pretty well,2 - Not very well,Often,Sometimes,Rarely,Never,Rarely,Often,Never,Often,Often,Often,Often,Sometimes,Never,Sometimes,Sometimes,Never,Often,Rarely,Sometimes,Sometimes,Sometimes,Often,Never,Sometimes,Strongly Agree,Strongly Agree,Disagree,Disagree,Strongly Agree,Somewhat Agree,Strongly Disagree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,91,73,20,25,21,8,20,20,27
2022-11-02 13:30:44,2022-11-02 13:39:19,IP Address,128.92.72.51,100,515,True,2022-11-02 13:39:20,R_24hLzcdagd6SLeA,,,,,34.5251,-82.6307,anonymous,EN,19,Female,Separated,White,Non-Hispanic,A Moderate Amount,Very Much,Somewhat,A Moderate Amount,Quite a Bit,Not at All,Quite a Bit,A Moderate Amount,Quite a Bit,Somewhat,Quite a Bit,Somewhat,Somewhat,A Moderate Amount,Quite a Bit,A Moderate Amount,Very Much,Not at All,A Moderate Amount,A Moderate Amount,A Moderate Amount,Not at All,A Moderate Amount,Somewhat,Very Much,A Moderate Amount,A Moderate Amount,Quite a Bit,A Moderate Amount,Quite a Bit,Very Much,Very Much,Somewhat,Very Much,A Moderate Amount,Quite a Bit,Quite a Bit,4 - Pretty well,3 - Neutral,2 - Not very well,2 - Not very well,1 - Not at all,3 - Neutral,4 - Pretty well,3 - Neutral,2 - Not very well,4 - Pretty well,3 - Neutral,2 - Not very well,3 - Neutral,4 - Pretty well,2 - Not very well,3 - Neutral,3 - Neutral,3 - Neutral,3 - Neutral,3 - Neutral,1 - Not at all,5 - Very well,3 - Neutral,1 - Not at all,Sometimes,Sometimes,Often,Sometimes,Often,Sometimes,Sometimes,Sometimes,Never,Often,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,Sometimes,Rarely,Often,Sometimes,Sometimes,Never,Sometimes,Sometimes,Often,Neither Agree nor Disagree,Agree,Somewhat Agree,Agree,Somewhat Agree,Disagree,Neither Agree nor Disagree,Somewhat Agree,Disagree,Somewhat Agree,Agree,Neither Agree nor Disagree,67,49,40,19,29,10,15,16,27
2022-11-02 13:30:35,2022-11-02 13:39:53,IP Address,172.58.250.86,100,557,True,2022-11-02 13:39:54,R_rfEYOPW2VW7LVYt,,,,,35.2296,-80.843,anonymous,EN,18,Female,Married,White,Non-Hispanic,Very Much,Very Much,Not at All,Very Much,Quite a Bit,Somewhat,Very Much,Very Much,Quite a Bit,Somewhat,Somewhat,Very Much,Very Much,Not at All,Quite a Bit,Not at All,Very Much,Not at All,Very Much,Not at All,Very Much,Not at All,A Moderate Amount,Quite a Bit,Not at All,Somewhat,Not at All,Quite a Bit,A Moderate Amount,Somewhat,Somewhat,A Moderate Amount,Not at All,Not at All,Quite a Bit,Not at All,Somewhat,4 - Pretty well,4 - Pretty well,2 - Not very well,4 - Pretty well,4 - Pretty well,5 - Very well,4 - Pretty well,4 - Pretty well,4 - Pretty well,4 - Pretty well,4 - Pretty well,4 - Pretty well,4 - Pretty well,1 - Not at all,3 - Neutral,4 - Pretty well,4 - Pretty well,4 - Pretty well,4 - Pretty well,4 - Pretty well,3 - Neutral,4 - Pretty well,5 - Very well,3 - Neutral,Sometimes,Sometimes,Rarely,Sometimes,Sometimes,Often,Never,Often,Sometimes,Rarely,Sometimes,Often,Sometimes,Often,Often,Rarely,Often,Rarely,Sometimes,Sometimes,Sometimes,Often,Never,Sometimes,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Agree,Agree,Strongly Disagree,90,75,17,30,32,19,23,11,33
2022-11-02 13:53:39,2022-11-02 13:58:40,IP Address,128.92.72.51,100,300,True,2022-11-02 13:58:41,R_xtGgI9iwrdAa65z,,,,,34.5251,-82.6307,anonymous,EN,18,Female,Divorced,White,Non-Hispanic,A Moderate Amount,Very Much,Not at All,A Moderate Amount,A Moderate Amount,A Moderate Amount,A Moderate Amount,Very Much,Very Much,Very Much,A Moderate Amount,Quite a Bit,Very Much,Very Much,A Moderate Amount,Not at All,A Moderate Amount,Somewhat,Very Much,Somewhat,Very Much,Not at All,Very Much,Very Much,Somewhat,Quite a Bit,Not at All,Very Much,Very Much,Very Much,Very Much,A Moderate Amount,Not at All,A Moderate Amount,A Moderate Amount,A Moderate Amount,Not at All,5 - Very well,5 - Very well,5 - Very well,3 - Neutral,5 - Very well,5 - Very well,5 - Very well,5 - Very well,3 - Neutral,2 - Not very well,5 - Very well,3 - Neutral,3 - Neutral,1 - Not at all,5 - Very well,3 - Neutral,5 - Very well,5 - Very well,3 - Neutral,5 - Very well,5 - Very well,3 - Neutral,4 - Pretty well,5 - Very well,Sometimes,Sometimes,Sometimes,Often,Sometimes,Often,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,Often,Sometimes,Sometimes,Rarely,Often,Often,Never,Sometimes,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,98,72,12,25,26,14,22,18,37
2022-11-02 14:11:46,2022-11-02 14:18:54,IP Address,174.203.249.10,100,427,True,2022-11-02 14:18:54,R_aeBzTTe8L4fl9IJ,,,,,35.2522,-80.8263,anonymous,EN,18,Female,Married,White,,Very Much,Very Much,A Moderate Amount,A Moderate Amount,Somewhat,Somewhat,Very Much,Quite a Bit,Quite a Bit,Somewhat,Quite a Bit,Quite a Bit,Very Much,Somewhat,Very Much,Not at All,Quite a Bit,Somewhat,Very Much,Not at All,Very Much,Not at All,Very Much,Somewhat,Quite a Bit,Very Much,Somewhat,Very Much,Very Much,Somewhat,Very Much,Very Much,Somewhat,Not at All,Very Much,Not at All,A Moderate Amount,2 - Not very well,5 - Very well,2 - Not very well,2 - Not very well,2 - Not very well,5 - Very well,4 - Pretty well,4 - Pretty well,1 - Not at all,2 - Not very well,4 - Pretty well,1 - Not at all,2 - Not very well,3 - Neutral,2 - Not very well,4 - Pretty well,5 - Very well,4 - Pretty well,4 - Pretty well,5 - Very well,2 - Not very well,4 - Pretty well,5 - Very well,1 - Not at all,Often,Sometimes,Rarely,Rarely,Often,Sometimes,Never,Sometimes,Rarely,Often,Sometimes,Sometimes,Often,Often,Sometimes,Sometimes,Sometimes,Often,Often,Sometimes,Never,Sometimes,Never,Often,Strongly Agree,Strongly Agree,Disagree,Disagree,Agree,Disagree,Somewhat Disagree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Disagree,75,57,20,27,28,15,17,18,37
2022-11-02 14:20:25,2022-11-02 14:28:03,IP Address,174.210.75.224,100,458,True,2022-11-02 14:28:04,R_2uJKPJW3eObZMGy,,,,,35.2426,-80.741,anonymous,EN,19,Female,Married,White,Non-Hispanic,Quite a Bit,Very Much,Somewhat,Somewhat,A Moderate Amount,Not at All,Quite a Bit,Somewhat,Very Much,Not at All,Somewhat,Quite a Bit,A Moderate Amount,Somewhat,Very Much,Not at All,Very Much,Not at All,Very Much,Not at All,A Moderate Amount,Not at All,Quite a Bit,Quite a Bit,Not at All,Very Much,Not at All,Quite a Bit,Somewhat,A Moderate Amount,Somewhat,Quite a Bit,Not at All,Very Much,Quite a Bit,Somewhat,Somewhat,4 - Pretty well,3 - Neutral,5 - Very well,3 - Neutral,4 - Pretty well,4 - Pretty well,3 - Neutral,4 - Pretty well,3 - Neutral,4 - Pretty well,3 - Neutral,5 - Very well,3 - Neutral,5 - Very well,5 - Very well,3 - Neutral,5 - Very well,5 - Very well,4 - Pretty well,3 - Neutral,5 - Very well,4 - Pretty well,4 - Pretty well,4 - Pretty well,Sometimes,Sometimes,Rarely,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Never,Sometimes,Often,Rarely,Sometimes,Sometimes,Never,Sometimes,Often,Often,Sometimes,Sometimes,Sometimes,Never,Often,Somewhat Agree,Agree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Disagree,Disagree,Somewhat Disagree,Somewhat Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Agree,95,70,44,26,29,13,19,10,27
2022-11-02 14:36:47,2022-11-02 14:44:10,IP Address,128.92.72.51,100,442,True,2022-11-02 14:44:11,R_3MLlP57NhgeZKXD,,,,,34.5251,-82.6307,anonymous,EN,20,Male,Never married,White,Non-Hispanic,Quite a Bit,Quite a Bit,Somewhat,Quite a Bit,A Moderate Amount,Somewhat,Quite a Bit,A Moderate Amount,Very Much,Quite a Bit,A Moderate Amount,Quite a Bit,Quite a Bit,Somewhat,Quite a Bit,Somewhat,A Moderate Amount,Not at All,Quite a Bit,Somewhat,Very Much,Somewhat,A Moderate Amount,Somewhat,Quite a Bit,,A Moderate Amount,Somewhat,A Moderate Amount,Very Much,Quite a Bit,Very Much,Quite a Bit,A Moderate Amount,Quite a Bit,Somewhat,Somewhat,4 - Pretty well,2 - Not very well,1 - Not at all,2 - Not very well,2 - Not very well,3 - Neutral,2 - Not very well,3 - Neutral,5 - Very well,4 - Pretty well,2 - Not very well,1 - Not at all,1 - Not at all,2 - Not very well,2 - Not very well,2 - Not very well,5 - Very well,4 - Pretty well,3 - Neutral,3 - Neutral,1 - Not at all,2 - Not very well,3 - Neutral,1 - Not at all,Often,Often,Often,Sometimes,Sometimes,Sometimes,Often,Rarely,Rarely,Often,Rarely,Rarely,Sometimes,Rarely,Rarely,Often,Rarely,Sometimes,Rarely,Sometimes,Rarely,Rarely,Often,Often,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Disagree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Disagree,Neither Agree nor Disagree,Agree,60,42,50,24,23,16,15,15,28
2022-11-02 14:56:21,2022-11-02 15:01:45,IP Address,128.92.72.51,100,324,True,2022-11-02 15:01:46,R_3sb3oxWS8WTRRUT,,,,,34.5251,-82.6307,anonymous,EN,18,Male,Married,White,,Very Much,Very Much,Somewhat,Quite a Bit,Quite a Bit,Not at All,Very Much,Very Much,Very Much,Not at All,Quite a Bit,Very Much,Very Much,Quite a Bit,Very Much,Not at All,Very Much,Not at All,A Moderate Amount,Not at All,Very Much,Not at All,Quite a Bit,Quite a Bit,Not at All,Very Much,Not at All,Very Much,Very Much,Not at All,Very Much,Quite a Bit,Not at All,A Moderate Amount,Very Much,Not at All,Very Much,4 - Pretty well,5 - Very well,5 - Very well,4 - Pretty well,4 - Pretty well,4 - Pretty well,5 - Very well,4 - Pretty well,4 - Pretty well,4 - Pretty well,4 - Pretty well,4 - Pretty well,4 - Pretty well,2 - Not very well,5 - Very well,4 - Pretty well,4 - Pretty well,2 - Not very well,4 - Pretty well,4 - Pretty well,4 - Pretty well,4 - Pretty well,4 - Pretty well,4 - Pretty well,Rarely,Sometimes,Sometimes,Often,Sometimes,Often,Never,Often,Often,Never,Sometimes,Often,Sometimes,Often,Often,Never,Often,Rarely,Often,Sometimes,Rarely,Often,Never,Sometimes,Somewhat Agree,Strongly Agree,Disagree,Disagree,Agree,Strongly Disagree,Strongly Disagree,Agree,Disagree,Agree,Agree,Strongly Disagree,96,79,21,27,31,12,23,12,36
2022-11-02 14:55:30,2022-11-02 15:06:25,IP Address,128.92.72.51,100,654,True,2022-11-02 15:06:26,R_3gL3PTQ3twL65kG,,,,,34.5251,-82.6307,anonymous,EN,18,Female,Married,White,Non-Hispanic,Somewhat,Somewhat,A Moderate Amount,A Moderate Amount,Quite a Bit,A Moderate Amount,A Moderate Amount,A Moderate Amount,A Moderate Amount,A Moderate Amount,Quite a Bit,A Moderate Amount,Not at All,A Moderate Amount,Somewhat,Somewhat,Somewhat,Somewhat,A Moderate Amount,Somewhat,Somewhat,Somewhat,A Moderate Amount,Somewhat,A Moderate Amount,Quite a Bit,Quite a Bit,A Moderate Amount,Somewhat,Somewhat,Very Much,Somewhat,Not at All,Quite a Bit,Somewhat,Quite a Bit,Quite a Bit,3 - Neutral,2 - Not very well,3 - Neutral,2 - Not very well,2 - Not very well,3 - Neutral,3 - Neutral,3 - Neutral,3 - Neutral,3 - Neutral,4 - Pretty well,3 - Neutral,2 - Not very well,1 - Not at all,2 - Not very well,3 - Neutral,3 - Neutral,2 - Not very well,3 - Neutral,3 - Neutral,2 - Not very well,2 - Not very well,3 - Neutral,2 - Not very well,Sometimes,Sometimes,Rarely,Sometimes,Sometimes,Rarely,Rarely,Sometimes,Sometimes,Often,Sometimes,Sometimes,Often,Rarely,Sometimes,Rarely,Sometimes,Often,Rarely,Sometimes,Rarely,Sometimes,Rarely,Often,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Agree,Neither Agree nor Disagree,Agree,Somewhat Disagree,Somewhat Disagree,Disagree,62,56,52,18,18,9,15,19,27
2022-11-02 14:59:11,2022-11-02 15:11:49,IP Address,128.92.72.101,100,757,True,2022-11-02 15:11:50,R_308fQCG9PWr8Flh,,,,,34.5251,-82.6307,anonymous,EN,20,Male,Married,White,Non-Hispanic,A Moderate Amount,Quite a Bit,A Moderate Amount,A Moderate Amount,Somewhat,A Moderate Amount,Quite a Bit,A Moderate Amount,Somewhat,Somewhat,Quite a Bit,Quite a Bit,Somewhat,Not at All,Somewhat,Not at All,Quite a Bit,Somewhat,Quite a Bit,Somewhat,A Moderate Amount,Not at All,A Moderate Amount,Not at All,Somewhat,A Moderate Amount,Somewhat,A Moderate Amount,Somewhat,A Moderate Amount,Not at All,Somewhat,Not at All,Quite a Bit,Very Much,A Moderate Amount,A Moderate Amount,4 - Pretty well,3 - Neutral,2 - Not very well,2 - Not very well,4 - Pretty well,3 - Neutral,2 - Not very well,4 - Pretty well,4 - Pretty well,5 - Very well,5 - Very well,4 - Pretty well,3 - Neutral,3 - Neutral,3 - Neutral,3 - Neutral,3 - Neutral,2 - Not very well,3 - Neutral,2 - Not very well,3 - Neutral,3 - Neutral,4 - Pretty well,4 - Pretty well,Rarely,Never,Sometimes,Often,Rarely,Often,Never,Rarely,Sometimes,Never,Sometimes,Sometimes,Never,Rarely,Sometimes,Never,Sometimes,Rarely,Rarely,Never,Sometimes,Sometimes,Never,Sometimes,Somewhat Disagree,Neither Agree nor Disagree,Agree,Disagree,Somewhat Agree,Somewhat Disagree,Disagree,Somewhat Agree,Disagree,Neither Agree nor Disagree,Agree,Somewhat Agree,78,76,41,23,25,13,14,18,28
